,Trehalose_1,Trehalose_2,Trehalose_b1,Trehalose_b2,Galactose,Galactose_b,Maltose,Maltose_b,Glucose,Glucose_b
YOR272W,0.000117767,0.000125002,0.000128285,0.000128102,0.000135025,0.000134505,0.000139606,0.000148242,0.000156326,0.000161066
YOR285W,0.001083183,0.001025049,0.001140682,0.001014544,0.00031664,0.000330175,0.000190408,0.000180553,0.000139631,0.00018298
YOR286W,7.11E-05,7.42E-05,8.61E-05,8.74E-05,3.27E-05,4.52E-05,3.08E-05,2.50E-05,1.56E-05,2.17E-05
YOR293W,0.001064794,0.001112784,0.001115921,0.001071333,0.001829869,0.001686793,0.001829294,0.001923553,0.002013437,0.002220781
YOR298C-A,0.000617585,0.000612049,0.000595841,0.000643147,0.000548296,0.000520061,0.000538365,0.0006071,0.00054349,0.000532366
YOR303W,0.000110391,0.000117549,0.000130631,0.000117928,0.000230424,0.000214053,0.000330188,0.000327008,0.000333287,0.000372765
YOR310C,0.000629825,0.000665554,0.000648856,0.000685248,0.000796303,0.000778258,0.00085668,0.000871911,0.000907313,0.000914168
YOR312C,0.002410027,0.002593357,0.002424989,0.002574177,0.004369791,0.004429274,0.004968839,0.005007998,0.005217672,0.00528546
YOR316C,4.84E-05,3.82E-05,4.47E-05,4.31E-05,6.05E-05,6.10E-05,5.40E-05,5.13E-05,4.44E-05,4.10E-05
YOR317W,0.000828992,0.000881067,0.000891022,0.000900056,0.000482824,0.000469942,0.00037413,0.000410155,0.000302489,0.000276588
YOR323C,0.000392994,0.000374193,0.000391974,0.000377404,0.000442626,0.000426576,0.000434177,0.000436085,0.000458322,0.000421726
YOR326W,0.000117458,0.000117427,0.000122687,0.000128041,0.000160429,0.000163031,0.000146442,0.000144579,0.000147106,0.000140202
YOR332W,0.000353555,0.000352927,0.000336636,0.000353231,0.000395932,0.000405528,0.000480285,0.000462672,0.000491269,0.000489899
YOR335C,0.001238727,0.001298937,0.001325453,0.001360035,0.001651269,0.00164511,0.001648516,0.001729129,0.0016268,0.001657107
YOR340C,6.55E-05,7.35E-05,7.04E-05,6.94E-05,8.35E-05,8.00E-05,8.23E-05,9.00E-05,8.64E-05,8.69E-05
YOR341W,0.000424556,0.000494685,0.000491904,0.000471754,0.00048822,0.000484411,0.000531623,0.000543584,0.000572237,0.000575405
YOR347C,5.50E-05,3.97E-05,4.51E-05,4.54E-05,4.15E-05,2.89E-05,5.40E-06,2.18E-05,1.84E-06,5.19E-06
YOR354C,3.98E-05,3.65E-05,5.09E-05,4.60E-05,8.09E-05,7.87E-05,5.04E-05,5.29E-05,2.88E-05,3.28E-05
YOR356W,0.000121107,0.00013863,0.000143805,0.000135711,0.000114275,0.000113153,3.97E-05,3.99E-05,2.71E-05,4.10E-05
YOR361C,0.000446775,0.000478121,0.000482465,0.000467341,0.000623705,0.000617356,0.000616315,0.000655734,0.000617538,0.000605494
YOR362C,0.0002941,0.000293077,0.000286432,0.000272075,0.000295425,0.000272659,0.000238928,0.000252717,0.000230844,0.000218021
YOR369C,0.001654774,0.001715989,0.001768862,0.001719166,0.002801536,0.003003686,0.003440607,0.003440905,0.003311688,0.003540978
YOR374W,0.055190958,0.050800568,0.048844093,0.047767914,0.003800155,0.003706007,0.001394133,0.001587601,0.000465796,0.000450917
YOR375C,0.002999282,0.002903623,0.003414262,0.003370567,0.006138161,0.006768195,0.006865005,0.006731511,0.006457972,0.006756598
YPL004C,0.002017413,0.001712157,0.001555263,0.001652305,0.000542814,0.000505516,0.000431647,0.000461671,0.000286467,0.000283934
YPL009C,3.09E-05,3.00E-05,3.23E-05,3.13E-05,3.53E-05,3.57E-05,3.12E-05,3.16E-05,3.07E-05,2.76E-05
YPL010W,6.66E-05,6.79E-05,6.78E-05,6.48E-05,7.99E-05,7.81E-05,6.93E-05,7.10E-05,6.17E-05,6.23E-05
YPL012W,0.000103847,0.000115763,0.000116457,0.000114051,0.000114638,0.00011969,0.000123781,0.000128917,0.000142285,0.000140714
YPL023C,4.60E-05,4.83E-05,4.70E-05,4.66E-05,4.44E-05,4.59E-05,3.68E-05,3.66E-05,3.36E-05,3.21E-05
YPL028W,0.001044305,0.001049307,0.000937969,0.001005494,0.000948487,0.000940267,0.0007197,0.000753129,0.000795414,0.000770554
YPL031C,3.28E-05,3.08E-05,3.07E-05,3.17E-05,3.10E-05,3.13E-05,2.54E-05,1.91E-05,1.99E-05,2.09E-05
YPL032C,1.89E-05,1.73E-05,2.09E-05,1.97E-05,2.95E-05,3.50E-05,3.15E-05,2.66E-05,1.99E-05,2.59E-05
YPL036W,0.000387395,0.0003122,0.000186041,0.000234467,0,0,0,0,0,0
YPL037C,0.000669033,0.000698657,0.000759145,0.000692137,0.000706881,0.000665065,0.000749279,0.000703497,0.000839479,0.000892563
YPL048W,0.000785447,0.000759902,0.000775053,0.000755534,0.000730053,0.000713461,0.000575176,0.000579431,0.000528662,0.000530021
YPL050C,3.04E-05,2.59E-05,2.95E-05,2.82E-05,3.31E-05,2.62E-05,3.08E-05,3.16E-05,2.92E-05,2.79E-05
YPL053C,1.66E-05,1.31E-05,8.29E-06,1.33E-05,2.79E-05,2.40E-05,1.49E-05,1.52E-05,1.53E-05,1.38E-05
YPL061W,0.01060828,0.012965258,0.013326309,0.01349044,0.009280857,0.00915726,0.006677226,0.006770859,0.007795679,0.007566508
YPL063W,9.50E-05,0.000103319,0.000114972,0.00011553,0.000160702,0.000157133,0.000139756,0.000147602,0.0001229,0.00012494
YPL078C,0.001052546,0.000966874,0.000996195,0.001028065,0.001370475,0.001348461,0.00074588,0.000775799,0.000378961,0.000375315
YPL086C,2.99E-05,3.85E-05,4.08E-05,3.79E-05,5.24E-05,5.52E-05,4.77E-05,4.98E-05,5.29E-05,5.24E-05
YPL091W,0.000436497,0.000460722,0.000457919,0.000441552,0.000420882,0.000415926,0.000357543,0.000373836,0.000315129,0.000314738
YPL093W,0.000100714,0.000110161,0.000107619,0.000120691,0.000165235,0.000173718,0.000192023,0.000200963,0.000210388,0.000198436
YPL105C,3.17E-05,3.61E-05,3.92E-05,3.95E-05,2.98E-05,2.89E-05,2.90E-05,3.16E-05,2.43E-05,3.01E-05
YPL106C,0.004426022,0.00442577,0.004630618,0.004815597,0.005042444,0.005145242,0.004392034,0.004363809,0.003940786,0.00409132
YPL111W,6.89E-05,6.31E-05,5.11E-05,5.57E-05,5.27E-05,4.75E-05,2.94E-05,3.33E-05,3.48E-05,2.46E-05
YPL117C,0.000101413,0.000103568,0.000103775,9.13E-05,0.000110561,0.000102954,9.40E-05,9.86E-05,7.98E-05,7.79E-05
YPL118W,3.67E-05,3.37E-05,4.16E-05,3.75E-05,7.04E-05,6.40E-05,4.92E-05,5.21E-05,2.71E-05,3.17E-05
YPL119C,2.62E-05,3.06E-05,2.00E-05,3.42E-05,2.40E-05,2.41E-05,1.50E-05,0,1.66E-05,1.61E-05
YPL126W,9.39E-05,0.000101971,9.93E-05,0.000104189,0.000115076,0.000116675,0.00012303,0.000120716,0.000139454,0.000130509
YPL128C,1.55E-05,1.78E-05,1.47E-05,1.53E-05,1.87E-05,1.80E-05,1.22E-05,1.55E-05,1.36E-05,1.41E-05
YPL129W,6.18E-05,6.09E-05,6.18E-05,6.36E-05,5.24E-05,5.70E-05,4.92E-05,4.75E-05,4.61E-05,5.10E-05
YPL131W,0.002728754,0.002995222,0.002994563,0.002918733,0.004985424,0.005253662,0.005426471,0.005417294,0.00582415,0.006102108
YPL139C,2.02E-05,2.31E-05,2.24E-05,2.27E-05,2.04E-05,2.07E-05,1.71E-05,2.18E-05,1.81E-05,1.75E-05
YPL145C,0.000335216,0.000323617,0.000324781,0.000348595,0.000473913,0.000488322,0.000430189,0.000454199,0.000404848,0.000396449
YPL154C,0.001150731,0.000948709,0.000867511,0.000835817,0.00058891,0.000564433,0.000390198,0.000415064,0.000248501,0.000238724
YPL160W,0.001095165,0.001133143,0.001196369,0.001167289,0.001678985,0.001675296,0.001791744,0.001870474,0.001921296,0.001884706
YPL169C,3.37E-05,3.37E-05,3.21E-05,3.17E-05,4.25E-05,4.53E-05,3.82E-05,4.13E-05,4.06E-05,3.92E-05
YPL173W,4.93E-05,5.21E-05,5.08E-05,5.64E-05,9.53E-05,9.59E-05,7.36E-05,7.61E-05,4.75E-05,4.28E-05
YPL183C,1.65E-05,1.44E-05,1.96E-05,1.66E-05,3.39E-05,3.07E-05,3.57E-05,2.61E-05,3.67E-05,4.01E-05
YPL190C,0.000111556,0.000106481,0.000117298,0.000113722,9.28E-05,9.05E-05,7.92E-05,8.81E-05,7.03E-05,7.48E-05
YPL204W,3.36E-05,3.39E-05,3.38E-05,3.44E-05,4.70E-05,4.50E-05,3.31E-05,4.42E-05,3.53E-05,3.34E-05
YPL210C,0.00012047,0.000120164,0.000115538,0.000123689,0.000129924,0.000126416,0.00011009,0.000116406,0.000104831,0.00010493
YPL212C,5.27E-05,5.80E-05,6.45E-05,5.94E-05,5.88E-05,6.03E-05,6.06E-05,7.14E-05,6.89E-05,7.03E-05
YPL215W,5.79E-05,6.61E-05,5.94E-05,7.15E-05,7.97E-05,7.43E-05,3.52E-05,5.23E-05,3.08E-05,3.39E-05
YPL217C,1.62E-05,3.42E-05,4.26E-05,3.72E-05,5.05E-05,4.65E-05,6.53E-05,6.21E-05,6.44E-05,6.72E-05
YPL218W,0.000669484,0.000649016,0.000632444,0.000663236,0.000760109,0.000783181,0.000663064,0.000709312,0.000608357,0.000615598
YPL225W,0.00038783,0.000394367,0.00038968,0.000400006,0.000335788,0.000335393,0.000252286,0.000267749,0.000268594,0.000270185
YPL226W,0.00036023,0.000402667,0.000400536,0.000413752,0.000408592,0.000411558,0.000530925,0.000544278,0.000579223,0.00057583
YPL228W,4.26E-05,3.58E-05,3.93E-05,4.40E-05,3.08E-05,2.43E-05,1.91E-05,3.02E-05,2.65E-05,2.62E-05
YPL231W,0.007400934,0.007448828,0.006680788,0.006524053,0.005325395,0.005421336,0.004533941,0.0044472,0.004045681,0.004122746
YPL232W,6.45E-05,6.54E-05,6.54E-05,6.28E-05,7.59E-05,8.23E-05,5.62E-05,6.86E-05,4.96E-05,5.05E-05
YPL235W,0.000273561,0.00025901,0.000261869,0.000263887,0.000273538,0.00025577,0.000228292,0.000231926,0.000233125,0.0002188
YPL237W,0.000247636,0.000263067,0.000282364,0.000285299,0.000368655,0.000369186,0.000395122,0.000399084,0.00041754,0.000425337
YPL239W,0.000118103,9.82E-05,0.000118203,0.000125179,7.41E-05,7.44E-05,7.38E-05,8.50E-05,8.66E-05,9.99E-05
YPL240C,0.018516775,0.018249916,0.017221241,0.018606663,0.015827204,0.015904157,0.014060835,0.014476334,0.012110951,0.011589075
YPL243W,0.000117868,0.000121665,0.00011067,0.000116621,0.000128519,0.000121358,0.000116049,0.000120919,0.000117856,0.000116484
YPL249C,5.39E-05,4.27E-05,6.01E-05,4.48E-05,4.11E-05,5.21E-05,3.17E-05,1.79E-05,2.28E-05,3.03E-05
YPL249C-A,0.000173986,0.00015912,0.000192328,0.000172181,0.000314596,0.000257708,0.000337671,0.000381662,0.00031946,0.000360534
YPL260W,0.000296686,0.000298383,0.000350218,0.000302318,0.000232674,0.000222633,0.000163489,0.000183517,0.000133404,0.000136069
YPL262W,0.000980111,0.000911965,0.00106764,0.000956399,0.00173312,0.001770612,0.000590255,0.00059688,0.000327443,0.00032995
YPL266W,3.30E-05,2.57E-05,3.87E-05,4.13E-05,4.83E-05,4.70E-05,4.60E-05,4.63E-05,5.25E-05,5.76E-05
YPL271W,0.000152901,0.000138464,0.000147909,0.000152931,0.000192325,0.000213525,0.00012549,0.000128849,6.42E-05,6.34E-05
YPR002W,0.001060626,0.001005769,0.001127901,0.001177847,0.000634503,0.00063501,4.45E-05,5.32E-05,6.51E-05,6.52E-05
YPR004C,0.000269059,0.000274028,0.000277598,0.000286357,0.000277716,0.000265223,0.000201152,0.00020698,0.000189168,0.000181262
YPR016C,0.000191376,0.000213637,0.000223288,0.00022326,0.000257304,0.000269975,0.000277521,0.000258105,0.000287341,0.000295476
YPR019W,2.57E-05,2.52E-05,2.78E-05,2.65E-05,2.42E-05,2.54E-05,2.26E-05,2.39E-05,2.44E-05,2.16E-05
YPR020W,0.000124176,0.000106409,0.000139433,0.00012601,0.000197317,0.000170799,8.58E-05,9.32E-05,4.20E-05,4.02E-05
YPR024W,7.99E-05,8.14E-05,8.08E-05,8.40E-05,0.000131318,0.000125575,0.000102448,0.000102715,7.77E-05,7.52E-05
YPR028W,0.000136098,0.000118726,0.000121413,0.000130139,0.000180123,0.000176721,0.000167507,0.000168422,0.000166548,0.000160716
YPR033C,0.000425065,0.000442879,0.000482313,0.000484026,0.000706852,0.000707606,0.000712584,0.000727306,0.000808035,0.000798919
YPR035W,0.000394667,0.000435806,0.000441643,0.000453461,0.000635845,0.000685415,0.001183869,0.001098368,0.001507398,0.00151978
YPR036W,0.000324398,0.000316058,0.000332923,0.000326216,0.000399711,0.000381755,0.000387782,0.000399156,0.000392885,0.000396617
YPR041W,0.000338082,0.000358197,0.000344154,0.000350255,0.000401067,0.000427972,0.00044301,0.00043653,0.000449144,0.000456296
YPR043W,0.000895706,0.000897164,0.000864596,0.000929342,0.001633756,0.001539476,0.001759257,0.001681931,0.001754061,0.001795879
YPR058W,5.55E-05,4.55E-05,4.54E-05,5.16E-05,4.15E-05,4.25E-05,4.16E-05,3.82E-05,4.22E-05,3.73E-05
YPR060C,8.52E-05,0.000151354,9.36E-05,0.000143636,0.000124946,0.000119069,9.36E-05,0.000108977,0.00018076,0.000158008
YPR069C,0.000692741,0.000714507,0.000748785,0.000714271,0.000603594,0.000636622,0.0008225,0.000790228,0.000737266,0.000827794
YPR072W,2.42E-05,2.40E-05,2.72E-05,2.70E-05,2.67E-05,2.41E-05,2.05E-05,2.23E-05,2.17E-05,1.97E-05
YPR074C,0.001585666,0.001667169,0.001799366,0.001746443,0.003610908,0.003569586,0.003119132,0.003249739,0.003293352,0.003357235
YPR086W,1.29E-05,1.26E-05,1.28E-05,1.33E-05,1.89E-05,1.74E-05,1.57E-05,1.87E-05,1.63E-05,1.49E-05
YPR088C,3.97E-05,4.24E-05,4.43E-05,3.96E-05,4.45E-05,5.14E-05,5.19E-05,5.43E-05,5.26E-05,4.82E-05
YPR103W,0.000169169,0.000150119,0.000138774,0.000153772,0.000151174,0.00014979,0.000113002,0.000129973,0.000108357,0.000110959
YPR108W,0.000317183,0.000313681,0.000303495,0.000321826,0.000276351,0.00027985,0.000229228,0.000241084,0.000219961,0.000217227
YPR110C,0.000152469,0.000162842,0.000158637,0.00016611,0.000200555,0.000192178,0.00021064,0.000207566,0.000233714,0.000225301
YPR118W,0.000115242,0.000104376,0.000112988,0.000110084,0.000123571,0.000125054,0.000100321,9.90E-05,0.000105668,0.000104659
YPR125W,4.77E-05,4.37E-05,3.72E-05,4.66E-05,6.17E-05,6.22E-05,5.51E-05,4.54E-05,3.66E-05,3.70E-05
YPR129W,5.86E-05,5.96E-05,6.20E-05,6.23E-05,4.80E-05,6.41E-05,4.98E-05,4.99E-05,4.86E-05,4.82E-05
YPR132W,0.001043657,0.001097587,0.001144259,0.001023194,0.001845877,0.001837686,0.002159226,0.001980765,0.002208414,0.002357344
YPR133C,8.85E-05,8.99E-05,8.73E-05,9.49E-05,9.24E-05,8.93E-05,8.69E-05,8.82E-05,8.59E-05,8.76E-05
YPR135W,5.29E-05,5.06E-05,5.01E-05,5.15E-05,3.50E-05,3.89E-05,2.06E-05,2.72E-05,1.42E-05,2.57E-05
YPR137W,5.91E-05,5.78E-05,5.69E-05,5.91E-05,6.25E-05,5.79E-05,6.67E-05,7.08E-05,7.73E-05,8.20E-05
YPR145W,0.000789531,0.000795001,0.00070642,0.000756116,0.000574563,0.000550518,0.000802614,0.000805606,0.000886788,0.000887835
YPR148C,0.000128419,0.00012978,0.000121839,0.00012925,0.00011097,0.000116526,9.66E-05,0.00010071,8.79E-05,9.02E-05
YPR149W,0.00076638,0.00067207,0.000449465,0.000531694,0.000147443,0.000156499,0.000192125,0.000169793,0.00018203,0.000201664
YPR159W,2.91E-05,1.78E-05,2.13E-05,3.01E-05,9.02E-05,8.18E-05,7.66E-05,8.15E-05,7.74E-05,7.49E-05
YPR165W,0.000365443,0.000337481,0.000330449,0.000334727,0.000478892,0.00048704,0.000324492,0.000299519,0.000273007,0.000236755
YPR172W,3.39E-05,3.04E-05,3.29E-05,3.50E-05,2.22E-05,2.57E-05,1.59E-05,1.69E-05,1.73E-05,1.72E-05
YPR181C,0.000357009,0.000348147,0.000351995,0.000367508,0.000462473,0.000449191,0.000368408,0.000375037,0.000360563,0.000370686
YPR183W,0.000470391,0.000493672,0.000540736,0.000501504,0.000565432,0.00056338,0.000355621,0.000386746,0.000346493,0.000370261
YPR187W,5.99E-05,6.18E-05,7.11E-05,6.09E-05,6.34E-05,6.27E-05,6.84E-05,6.68E-05,5.70E-05,5.03E-05
YPR189W,2.18E-05,1.61E-05,2.11E-05,2.11E-05,2.52E-05,1.97E-05,2.15E-05,2.21E-05,1.86E-05,2.01E-05
YPR190C,2.79E-05,8.16E-06,2.49E-05,3.30E-05,4.10E-05,4.12E-05,4.22E-05,4.27E-05,4.86E-05,4.82E-05
YPR191W,0.002796548,0.002840121,0.002939684,0.002974288,0.004364091,0.004334432,0.002184823,0.002250816,0.001107156,0.001060324
Q0140,1.05E-05,1.03E-05,1.43E-05,1.31E-05,2.28E-05,2.57E-05,1.72E-05,1.47E-05,,
YAL007C,,,2.22E-05,2.30E-05,6.74E-05,6.25E-05,5.68E-05,5.38E-05,6.03E-05,6.42E-05
YAL043C,,,1.21E-05,1.38E-05,1.51E-05,1.52E-05,1.02E-05,1.36E-05,1.15E-05,1.28E-05
YBL016W,,,1.33E-05,1.33E-05,3.54E-05,2.94E-05,1.83E-05,2.39E-05,1.65E-05,1.78E-05
YBL032W,,,2.38E-05,2.57E-05,5.16E-05,4.39E-05,3.80E-05,3.65E-05,4.35E-05,3.65E-05
YBL037W,1.36E-05,1.19E-05,1.24E-05,1.29E-05,1.89E-05,1.97E-05,,,1.14E-05,1.24E-05
YBL040C,,,1.79E-05,1.82E-05,2.55E-05,2.88E-05,1.91E-05,1.78E-05,2.05E-05,2.04E-05
YBL068W,,,1.61E-05,1.92E-05,2.28E-05,2.48E-05,1.88E-05,2.41E-05,2.11E-05,2.21E-05
YBL098W,,,3.71E-05,3.22E-05,7.57E-05,6.47E-05,3.80E-05,3.85E-05,8.29E-05,7.49E-05
YBR041W,,,2.02E-05,1.90E-05,2.50E-05,2.48E-05,2.80E-05,2.20E-05,2.21E-05,2.15E-05
YBR056W,0.000120667,0.000129517,0.000102532,0.000119441,7.69E-05,7.85E-05,2.92E-05,3.09E-05,,
YBR059C,1.63E-05,9.75E-06,1.42E-05,1.53E-05,1.38E-05,1.64E-05,,,7.86E-06,5.66E-06
YBR072W,0.027177236,0.024506643,0.01920037,0.019664943,0.000192052,0.000171906,4.09E-05,5.11E-05,,
YBR103W,1.17E-05,9.93E-06,9.80E-06,8.92E-06,9.87E-06,8.05E-06,,,7.98E-06,8.75E-06
YBR120C,2.88E-05,3.93E-05,3.72E-05,3.57E-05,3.66E-05,3.88E-05,2.33E-05,3.33E-05,,
YBR135W,0.000123136,0.000112226,0.000101746,0.00010938,0.000167965,0.000167642,0.000102399,0.000100404,,
YBR146W,2.18E-05,2.57E-05,2.96E-05,2.59E-05,4.28E-05,4.52E-05,2.69E-05,3.20E-05,,
YBR159W,,,3.28E-05,3.44E-05,5.05E-05,5.25E-05,4.62E-05,3.89E-05,4.98E-05,4.25E-05
YBR202W,,,2.95E-05,5.76E-05,9.57E-05,6.12E-05,6.09E-05,5.16E-05,4.56E-05,6.97E-05
YBR212W,2.34E-05,2.40E-05,2.20E-05,2.22E-05,,,1.04E-05,1.02E-05,1.11E-05,1.10E-05
YBR222C,0.000161591,0.000130002,0.000115322,0.000101511,0.000217062,0.000175128,3.02E-05,3.47E-05,,
YBR230C,0.000303445,0.000286871,0.000257217,0.000257292,9.78E-05,0.000106857,3.76E-05,3.88E-05,,
YBR256C,8.34E-05,8.41E-05,9.27E-05,8.15E-05,2.37E-05,3.68E-05,,,2.80E-05,2.70E-05
YBR267W,,,1.62E-05,1.51E-05,1.83E-05,1.56E-05,1.08E-05,1.93E-05,2.50E-05,2.54E-05
YBR272C,1.65E-05,1.90E-05,2.26E-05,2.06E-05,2.08E-05,2.06E-05,,,1.25E-05,1.12E-05
YBR279W,3.52E-05,3.86E-05,4.20E-05,3.38E-05,3.44E-05,3.30E-05,3.66E-05,3.21E-05,,
YBR299W,0.000259571,0.000610878,0.000874515,0.000661938,0.000282244,0.000278243,0.021687566,0.021031808,,
YCL034W,1.67E-05,1.62E-05,1.47E-05,1.55E-05,1.56E-05,1.61E-05,,,1.17E-05,1.17E-05
YCL040W,0.003085909,0.002680154,0.002486217,0.002549675,0.000867356,0.000833312,0.000501964,0.0005286,,
YCL057C-A,9.36E-05,0.000110396,9.57E-05,9.74E-05,0.000121346,0.000131214,9.04E-05,8.09E-05,,
YCR031C,1.78E-05,3.15E-05,,,5.79E-05,4.61E-05,6.65E-05,6.74E-05,6.97E-05,6.82E-05
YDL004W,9.08E-05,9.51E-05,0.000110452,0.00012315,0.000102897,0.000128405,0.000100672,4.87E-05,,
YDL025C,3.38E-05,4.20E-05,3.47E-05,5.12E-05,2.29E-05,2.40E-05,1.81E-05,2.24E-05,,
YDL047W,2.78E-05,3.92E-05,4.32E-05,3.65E-05,3.45E-05,4.39E-05,3.19E-05,3.00E-05,,
YDL053C,,,2.25E-05,2.19E-05,3.89E-05,3.89E-05,3.76E-05,3.76E-05,3.18E-05,3.51E-05
YDL058W,6.73E-06,1.02E-05,7.73E-06,8.60E-06,1.13E-05,1.18E-05,,,9.82E-06,9.18E-06
YDL075W,0,0.000105016,,,0.000345532,0.000251086,0.000309861,0,0.000258713,0.000273913
YDL110C,0.000379306,0.000306552,0.000314059,0.000378858,4.99E-05,5.49E-05,3.02E-05,1.89E-05,,
YDL111C,2.50E-05,2.29E-05,2.34E-05,2.53E-05,2.15E-05,2.11E-05,,,2.27E-05,2.27E-05
YDL112W,,,6.36E-05,7.38E-05,8.99E-05,7.91E-05,8.23E-05,6.99E-05,9.12E-05,9.65E-05
YDL134C,4.65E-06,0,,,4.14E-06,4.95E-06,5.24E-06,6.34E-06,1.77E-06,6.23E-06
YDL161W,2.88E-05,2.67E-05,3.16E-05,3.01E-05,2.07E-05,2.18E-05,8.86E-06,1.68E-05,,
YDL181W,0.000147544,0.000146375,0.000152673,0.000175134,0.000142766,0.000118876,8.26E-05,6.67E-05,,
YDL213C,1.57E-05,1.98E-05,,,2.64E-05,2.88E-05,3.24E-05,2.48E-05,3.42E-05,3.23E-05
YDR001C,7.48E-05,6.76E-05,6.09E-05,6.59E-05,4.57E-05,4.00E-05,2.61E-05,3.17E-05,,
YDR028C,1.33E-05,1.59E-05,4.04E-05,2.47E-05,2.04E-05,1.60E-05,,,1.19E-05,1.24E-05
YDR041W,,,1.30E-05,1.44E-05,2.43E-05,2.58E-05,1.79E-05,1.37E-05,9.41E-06,9.05E-06
YDR047W,3.41E-05,3.13E-05,3.13E-05,2.84E-05,4.23E-05,5.05E-05,2.84E-05,3.50E-05,,
YDR056C,2.36E-05,2.55E-05,2.03E-05,2.43E-05,1.71E-05,2.02E-05,,,1.42E-05,1.30E-05
YDR068W,2.53E-05,3.00E-05,3.45E-05,3.00E-05,1.54E-05,1.78E-05,1.57E-05,1.75E-05,,
YDR086C,,,0.000128695,0.000144862,0.000236815,0.000227998,0.000220828,0.000207397,0.000219277,0.000233698
YDR087C,2.67E-05,2.47E-05,2.36E-05,2.25E-05,2.53E-05,2.24E-05,,,2.26E-05,2.81E-05
YDR145W,1.96E-05,1.74E-05,2.06E-05,1.81E-05,2.01E-05,1.65E-05,,,1.61E-05,1.50E-05
YDR171W,0.000882002,0.000850696,0.000746456,0.000804987,0.000140214,0.000136694,3.32E-05,3.58E-05,,
YDR175C,2.02E-05,2.19E-05,,,5.97E-05,5.56E-05,3.81E-05,3.33E-05,1.69E-05,2.02E-05
YDR178W,0.000145387,0.00013774,0.00013633,0.000152618,0.000160034,0.000162024,5.15E-05,3.82E-05,,
YDR248C,2.19E-05,2.07E-05,2.03E-05,2.08E-05,1.72E-05,1.71E-05,1.15E-05,1.40E-05,,
YDR348C,,,1.10E-05,1.18E-05,8.37E-06,8.84E-06,1.27E-05,1.08E-05,9.23E-06,1.54E-05
YDR377W,0.00022411,0.000229108,0.000219748,0.000231835,,,0.000173373,0.000184292,7.64E-05,7.81E-05
YDR398W,,,2.50E-05,2.89E-05,2.07E-05,2.36E-05,2.63E-05,2.76E-05,3.37E-05,3.12E-05
YDR408C,4.19E-05,4.53E-05,4.97E-05,4.55E-05,3.62E-05,2.12E-05,,,2.44E-05,2.49E-05
YDR465C,1.67E-05,2.29E-05,2.15E-05,2.36E-05,1.85E-05,1.77E-05,,,2.02E-05,2.10E-05
YDR500C,,,1.57E-05,1.54E-05,3.02E-05,2.05E-05,3.89E-05,3.66E-05,3.63E-05,2.76E-05
YDR515W,2.69E-05,2.91E-05,3.19E-05,3.25E-05,4.28E-05,4.27E-05,3.46E-05,3.53E-05,,
YDR516C,0.000274836,0.00028747,0.000325138,0.000306161,0.000167904,0.000151038,0.000113647,0.000128123,,
YDR517W,2.00E-05,2.30E-05,2.16E-05,2.05E-05,2.62E-05,2.68E-05,,,1.87E-05,1.62E-05
YDR533C,0.000181828,0.000185899,0.000145152,0.000167478,,,0.000118809,0.000108657,6.63E-05,6.85E-05
YEL040W,,,2.59E-05,2.38E-05,7.23E-05,6.36E-05,0.000115522,0.000124262,0.000141354,0.000131622
YEL050C,2.69E-05,2.63E-05,3.40E-05,2.51E-05,6.35E-05,5.56E-05,,,2.18E-05,2.64E-05
YEL056W,3.11E-05,3.18E-05,2.58E-05,2.93E-05,,,1.56E-05,2.04E-05,1.71E-05,1.70E-05
YER056C,,,1.74E-05,2.01E-05,2.65E-05,2.33E-05,4.24E-05,4.17E-05,9.78E-05,9.23E-05
YER082C,,,2.01E-05,2.47E-05,2.27E-05,2.28E-05,2.18E-05,2.59E-05,2.69E-05,2.87E-05
YER123W,1.49E-05,9.18E-06,7.94E-06,1.20E-05,8.92E-06,9.49E-06,9.41E-06,6.92E-06,,
YER127W,,,1.96E-05,1.46E-05,1.49E-05,1.80E-05,2.59E-05,2.50E-05,2.42E-05,2.71E-05
YER134C,2.61E-05,2.47E-05,2.80E-05,2.76E-05,2.97E-05,2.80E-05,,,1.78E-05,2.09E-05
YER145C,,,1.58E-05,2.18E-05,6.83E-05,7.72E-05,6.00E-05,5.29E-05,5.66E-05,5.55E-05
YER182W,5.88E-05,5.29E-05,6.41E-05,5.36E-05,4.07E-05,4.02E-05,,,1.79E-05,1.61E-05
YFL014W,0.00658363,0.006501783,0.005895972,0.006055836,0.000278035,0.00022539,8.99E-05,0.000107646,,
YFL028C,,,4.54E-05,3.65E-05,4.42E-05,4.16E-05,3.57E-05,2.99E-05,3.87E-05,4.05E-05
YFL030W,0.000532014,0.000529144,0.00062768,0.000562042,0.000572439,0.000590407,7.85E-05,8.27E-05,,
YFL047W,1.65E-05,1.39E-05,1.33E-05,1.47E-05,2.39E-05,2.20E-05,1.49E-05,1.74E-05,,
YFR006W,0.00013056,0.000124118,0.000127305,0.000114784,9.82E-05,0.000108832,,,1.66E-05,3.87E-05
YFR011C,4.19E-05,4.58E-05,5.40E-05,5.58E-05,3.59E-05,3.37E-05,3.46E-05,2.35E-05,,
YFR015C,2.51E-05,2.01E-05,2.98E-05,2.09E-05,9.62E-06,9.16E-06,6.43E-06,8.99E-06,,
