,Trehalose_1,Trehalose_2,Trehalose_b1,Trehalose_b2,Galactose,Galactose_b,Maltose,Maltose_b,Glucose,Glucose_b
YMR243C,4.31E-05,4.00E-05,3.31E-05,4.10E-05,4.30E-05,4.13E-05,5.48E-05,5.59E-05,5.93E-05,6.52E-05
YMR246W,0.00052816,0.000487377,0.000439321,0.000459192,0.000176019,0.000183303,0.000164071,0.000169586,0.000192105,0.00018562
YMR260C,0.000109884,0.000120889,0.000160144,0.000123386,0.000152328,0.000140934,0.00016915,0.000173951,0.00016323,0.000170138
YMR261C,7.01E-05,6.95E-05,7.61E-05,7.23E-05,9.84E-05,8.21E-05,8.01E-05,7.16E-05,5.84E-05,5.80E-05
YMR266W,3.29E-05,2.70E-05,3.23E-05,3.03E-05,5.00E-05,5.17E-05,6.06E-05,6.01E-05,5.70E-05,6.27E-05
YMR276W,0.000170697,0.000175783,0.000192935,0.00018974,0.000181219,0.000175408,0.000165393,0.00015645,0.000159212,0.000164294
YMR290C,0.000146295,0.000165936,0.000172445,0.000177207,0.000223443,0.000230893,0.000242402,0.00024293,0.000278214,0.000272594
YMR296C,8.63E-05,9.30E-05,9.11E-05,8.72E-05,0.000111552,0.000109391,9.02E-05,9.12E-05,8.83E-05,8.72E-05
YMR297W,0.000537347,0.000508866,0.000475983,0.000431581,0.000127201,0.000121697,7.92E-05,7.22E-05,5.44E-05,5.61E-05
YMR300C,0.000497711,0.000526525,0.00051248,0.00051487,0.000812052,0.000814639,0.000834453,0.000849165,0.001127119,0.001190854
YMR301C,2.07E-05,2.51E-05,2.37E-05,2.19E-05,2.56E-05,2.09E-05,1.86E-05,1.94E-05,1.69E-05,1.88E-05
YMR302C,0.000152045,0.000148818,0.000139472,0.00014541,0.000117221,0.000118631,7.14E-05,6.71E-05,4.96E-05,4.93E-05
YMR304W,0.000164757,0.000122168,0.000119879,0.000143951,4.56E-05,3.04E-05,2.26E-05,2.78E-05,9.66E-06,1.15E-05
YMR305C,5.12E-05,4.43E-05,4.73E-05,4.39E-05,8.46E-05,8.05E-05,4.57E-05,4.57E-05,2.67E-05,2.52E-05
YMR307W,0.00049148,0.000466122,0.000452081,0.000439423,0.000799904,0.000772738,0.000598164,0.000614636,0.000512542,0.000485602
YMR308C,8.22E-05,9.15E-05,9.64E-05,9.58E-05,0.000105278,0.000116166,0.000101716,9.39E-05,0.000100684,9.85E-05
YMR309C,0.000306222,0.000312973,0.000314408,0.000327849,0.000408913,0.000391664,0.000426385,0.000377543,0.000418754,0.000394645
YMR311C,7.46E-05,7.95E-05,0.000100212,8.29E-05,3.67E-05,3.25E-05,3.57E-05,3.11E-05,3.97E-05,3.47E-05
YMR314W,0.000478526,0.000460049,0.000459303,0.000454731,0.000501167,0.000467311,0.000379148,0.000377423,0.000365547,0.000377384
YMR315W,0.000420638,0.000483584,0.000448649,0.000420319,0.000341623,0.000359342,0.000325838,0.000316988,0.000188771,0.000187746
YMR318C,0.000790871,0.000970894,0.001132976,0.001089731,0.002910137,0.002973394,0.000809717,0.000780793,0.000507547,0.000541421
YNL002C,4.37E-05,4.94E-05,5.04E-05,5.18E-05,6.47E-05,6.46E-05,7.73E-05,7.62E-05,9.43E-05,9.08E-05
YNL004W,2.76E-05,2.85E-05,3.25E-05,2.13E-05,2.56E-05,2.70E-05,1.76E-05,2.46E-05,2.26E-05,2.37E-05
YNL005C,5.53E-05,5.71E-05,6.17E-05,5.89E-05,0.000104065,9.22E-05,8.17E-05,7.67E-05,4.45E-05,5.23E-05
YNL007C,0.001644449,0.001557568,0.001496959,0.001582108,0.000853896,0.000802842,0.000634258,0.000697365,0.000568625,0.000567331
YNL009W,6.83E-05,5.81E-05,5.14E-05,5.39E-05,0,0,0,0,0,0
YNL010W,0.000166347,0.000175158,0.000181884,0.000181538,0.000119461,0.000121441,0.000113758,0.000114155,7.54E-05,7.98E-05
YNL014W,0.00019804,0.00017484,0.000133308,0.000143345,0.00014525,0.000138405,0.000179105,0.000172294,0.000169218,0.000176081
YNL016W,0.000146665,0.000140763,0.000140023,0.000139345,0.000212055,0.000189652,0.000178601,0.00017646,0.000185425,0.000183919
YNL030W,0.00079597,0.000671271,0.000719828,0.000654149,0.000819835,0.000775798,0.000773538,0.000812982,0.000694261,0.000691921
YNL031C,0.000545489,0.000419308,0.000510134,0.000477089,0.000582759,0.000492865,0.000521004,0.000588553,0.000548319,0.00053652
YNL036W,0.000342276,0.00026344,0.000293466,0.000266807,0.000584105,0.000495226,0.000162231,0.000234884,0.000112219,0.000108527
YNL037C,0.001021332,0.001101955,0.001309686,0.001279976,0.002427384,0.002430132,0.001010763,0.001065171,0.000867909,0.000861833
YNL044W,0.000160378,0.00015285,0.00014163,0.000144098,0.000265847,0.000272822,0.000175952,0.000190655,0.000164032,0.00016971
YNL052W,0.000315168,0.000331591,0.000341892,0.000348744,0.000400474,0.000381491,0.000214556,0.000220329,8.83E-05,0.000106645
YNL055C,0.006759714,0.005989939,0.005659474,0.006272765,0.009693522,0.009352477,0.005350531,0.005570369,0.002558816,0.002426812
YNL059C,3.75E-05,4.13E-05,3.90E-05,3.99E-05,3.86E-05,3.68E-05,3.19E-05,2.99E-05,3.30E-05,2.85E-05
YNL061W,0.000335543,0.00039543,0.000392758,0.000392536,0.000381729,0.00039337,0.000379303,0.000395946,0.000415827,0.000430828
YNL064C,0.001157311,0.001160474,0.001149724,0.00118789,0.001220675,0.001210951,0.001110352,0.001130212,0.001102858,0.001063306
YNL069C,0.000973412,0.001020012,0.000956848,0.000983354,0.001768146,0.001736097,0.002000683,0.002099172,0.002040072,0.00192686
YNL071W,0.000756294,0.000721426,0.000714834,0.000739852,0.000626437,0.000613872,0.000489988,0.000509945,0.000392362,0.000383431
YNL079C,0.000596016,0.00058543,0.000583156,0.000583457,0.000625682,0.000615313,0.000488391,0.000473684,0.000469798,0.000462835
YNL084C,2.64E-05,2.89E-05,2.58E-05,3.08E-05,3.43E-05,3.85E-05,3.06E-05,3.12E-05,3.06E-05,2.95E-05
YNL085W,0.000133219,0.000129562,0.000136051,0.000129734,0.000199841,0.000201927,0.00017151,0.000173059,0.000163262,0.000154818
YNL088W,2.91E-05,1.59E-05,2.09E-05,2.26E-05,3.14E-05,2.39E-05,2.26E-05,1.74E-05,2.14E-05,2.72E-05
YNL096C,0.00073003,0.000833245,0.000803405,0.000819675,0.001066853,0.001018399,0.00127909,0.001342519,0.001393951,0.001384369
YNL098C,0.000193909,0.000177188,0.000179583,0.00018465,0.000124189,0.000130033,0.000138587,0.000120148,0.000106031,0.000108756
YNL104C,0.001549688,0.001472217,0.001548982,0.001510733,0.000795494,0.000751944,0.000579323,0.000576147,0.000517382,0.000514038
YNL111C,9.64E-05,0.000117121,0.000101423,0.000107422,8.74E-05,9.47E-05,9.91E-05,9.40E-05,0.000118256,0.000117363
YNL113W,8.89E-05,8.98E-05,9.49E-05,9.43E-05,0.000108617,0.000113456,0.000108674,0.000125773,0.000117473,0.00012267
YNL115C,8.83E-05,0.000104573,6.52E-05,6.85E-05,3.28E-05,2.55E-05,1.22E-05,1.30E-05,4.25E-06,1.20E-05
YNL121C,0.000427673,0.00047131,0.000484326,0.000492206,0.00059575,0.00060975,0.00050068,0.000528334,0.000385802,0.000370884
YNL123W,2.24E-05,2.54E-05,3.23E-05,3.93E-05,6.63E-05,5.20E-05,6.10E-05,5.94E-05,8.62E-05,7.01E-05
YNL131W,0.00012283,0.000124053,0.000132388,0.000139856,0.000168744,0.000182957,0.000169395,0.000162587,0.000141382,0.000146717
YNL132W,0.000110886,0.000126134,0.000115431,0.000116569,0.000125341,0.000121696,0.000130655,0.000140752,0.000157631,0.000161631
YNL135C,0.000933985,0.00098973,0.000930997,0.001019996,0.000447418,0.00043779,0.000286534,0.000290414,0.000185872,0.000216216
YNL137C,5.68E-05,6.13E-05,6.65E-05,6.48E-05,0.000115478,0.000127805,8.65E-05,8.94E-05,4.23E-05,5.25E-05
YNL138W,0.000194914,0.000187654,0.000199231,0.000194564,0.000210305,0.000214277,0.000154596,0.000143566,0.000134761,0.000136867
YNL163C,4.15E-05,4.96E-05,5.19E-05,4.73E-05,3.36E-05,1.94E-05,3.46E-05,3.24E-05,3.24E-05,3.30E-05
YNL173C,0.000253786,0.000200913,0.000206459,0.000191167,9.65E-05,8.46E-05,4.38E-05,4.53E-05,1.82E-05,2.91E-05
YNL175C,3.81E-05,4.20E-05,4.13E-05,4.00E-05,5.32E-05,5.31E-05,6.49E-05,6.49E-05,6.85E-05,6.54E-05
YNL177C,0.00017573,0.000219098,0.000268251,0.000215571,0.000361108,0.000306834,0.000259218,0.000274195,0.000219088,0.000161546
YNL178W,0.005017089,0.00527123,0.00500504,0.005180871,0.008475667,0.008420851,0.009678967,0.009922489,0.010264771,0.010189666
YNL180C,0.00011027,0.000101977,8.31E-05,8.88E-05,5.38E-05,5.18E-05,5.18E-05,6.32E-05,4.84E-05,4.58E-05
YNL181W,4.42E-05,4.26E-05,4.26E-05,4.34E-05,3.99E-05,5.20E-05,3.62E-05,4.12E-05,3.90E-05,3.55E-05
YNL189W,0.000251271,0.000264744,0.000255264,0.000259416,0.000233257,0.000243386,0.000221062,0.000204583,0.000236137,0.000208985
YNL212W,6.54E-05,7.16E-05,7.86E-05,7.60E-05,6.74E-05,5.93E-05,6.76E-05,5.51E-05,5.64E-05,5.64E-05
YNL216W,4.37E-05,3.91E-05,4.68E-05,4.74E-05,4.96E-05,4.95E-05,5.20E-05,5.50E-05,5.11E-05,5.06E-05
YNL219C,5.30E-05,4.80E-05,4.42E-05,4.74E-05,4.89E-05,5.15E-05,3.41E-05,4.01E-05,3.98E-05,3.97E-05
YNL220W,0.001022037,0.001116744,0.001199819,0.001149173,0.001282796,0.001309016,0.001433363,0.001430915,0.001830331,0.001784893
YNL231C,3.78E-05,4.44E-05,4.30E-05,4.27E-05,5.86E-05,5.92E-05,6.40E-05,6.38E-05,5.65E-05,7.20E-05
YNL239W,0.000624931,0.000577997,0.000558302,0.000562936,0.000484795,0.000490953,0.000204962,0.00020421,0.000183321,0.000183782
YNL241C,0.001015818,0.001138063,0.001320802,0.00125058,0.001472815,0.001442941,0.001321214,0.001356939,0.001214167,0.001242873
YNL243W,0.000188767,0.000174161,0.000174742,0.000185474,0.000210815,0.000207235,0.000152287,0.0001628,0.000130669,0.000133254
YNL244C,0.000275781,0.000326021,0.000351064,0.000340625,0.000310661,0.000300015,0.000339459,0.000345043,0.000355114,0.000364146
YNL247W,0.000208053,0.000220254,0.000246068,0.000236942,0.000357906,0.0003592,0.000341263,0.000343763,0.000380894,0.000366821
YNL248C,0.000101739,0.000122354,0.000117795,0.000112928,0.000120609,0.000128454,0.000136377,0.000139084,0.000156391,0.000158536
YNL251C,1.44E-05,1.32E-05,1.64E-05,1.49E-05,1.81E-05,1.61E-05,1.67E-05,1.57E-05,1.55E-05,1.50E-05
YNL255C,0.000110818,8.97E-05,0.000129178,9.79E-05,0.000152064,0.000122464,0.000113878,0.00011869,9.24E-05,0.000103646
YNL256W,8.14E-06,9.64E-06,9.47E-06,1.21E-05,1.53E-05,1.33E-05,2.48E-05,1.99E-05,2.57E-05,2.42E-05
YNL267W,1.80E-05,1.87E-05,1.70E-05,1.87E-05,1.44E-05,1.59E-05,1.30E-05,1.25E-05,1.18E-05,1.12E-05
YNL277W,4.21E-05,4.36E-05,4.56E-05,4.34E-05,4.28E-05,4.32E-05,5.13E-05,4.39E-05,5.20E-05,5.47E-05
YNL281W,0.000293135,0.000326443,0.000311721,0.000316466,0.000204651,0.000198641,0.000118325,0.000125566,5.76E-05,6.33E-05
YNL284C,2.13E-05,2.48E-05,2.45E-05,2.63E-05,5.07E-05,4.97E-05,3.15E-05,3.26E-05,1.26E-05,2.50E-05
YNL287W,0.000389447,0.000378981,0.000367697,0.000381635,0.000477383,0.000477354,0.000392283,0.000419106,0.000384389,0.000381452
YNL290W,5.03E-05,5.17E-05,4.58E-05,4.55E-05,5.77E-05,5.82E-05,4.97E-05,5.65E-05,5.13E-05,5.11E-05
YNL292W,2.66E-05,2.67E-05,2.56E-05,2.68E-05,2.42E-05,2.88E-05,2.12E-05,2.47E-05,2.33E-05,2.28E-05
YNL306W,2.56E-05,2.43E-05,2.59E-05,2.66E-05,4.78E-05,5.28E-05,3.73E-05,3.88E-05,2.18E-05,2.37E-05
YNL307C,0.000197009,0.000183352,0.00016305,0.000176123,0.000169595,0.000176527,0.000143381,0.000148646,0.000137031,0.000138629
YNL308C,4.44E-05,4.58E-05,5.10E-05,4.84E-05,5.34E-05,4.62E-05,5.11E-05,5.74E-05,6.43E-05,5.66E-05
YNL313C,5.48E-05,5.55E-05,5.64E-05,6.32E-05,7.23E-05,6.57E-05,7.09E-05,6.74E-05,7.48E-05,7.31E-05
YNL323W,2.62E-05,2.25E-05,2.67E-05,2.50E-05,3.24E-05,3.50E-05,3.30E-05,3.34E-05,3.32E-05,3.11E-05
YNR001C,0.004258192,0.004466096,0.005214179,0.004879816,0.004705065,0.004674753,0.001484582,0.001519426,0.000708345,0.000712105
YNR016C,0.010874786,0.010595917,0.009646082,0.009810126,0.007751111,0.007562351,0.004313628,0.004596647,0.004088168,0.004058238
YNR017W,0.000111941,0.000122373,0.000128604,0.000125158,0.000147337,0.000155558,0.000134128,0.000137511,0.000114078,0.000115849
YNR021W,7.11E-05,7.49E-05,6.36E-05,7.11E-05,8.62E-05,8.28E-05,8.28E-05,7.67E-05,8.99E-05,8.51E-05
YNR035C,0.00021553,0.000201616,0.000190184,0.000196762,0.000203293,0.000187479,0.00013974,0.000144249,0.000128522,0.000113201
YNR037C,2.79E-05,3.09E-05,3.23E-05,3.27E-05,5.64E-05,5.56E-05,4.54E-05,4.57E-05,2.99E-05,3.19E-05
YNR038W,2.11E-05,2.47E-05,1.84E-05,2.23E-05,3.08E-05,2.74E-05,2.76E-05,3.05E-05,2.89E-05,3.21E-05
YNR043W,0.000495464,0.000511192,0.000495135,0.000510459,0.000535135,0.000510242,0.000489001,0.000478758,0.000503945,0.000486557
YNR050C,0.002154836,0.002387721,0.002260603,0.002312354,0.003254406,0.003123915,0.003269577,0.003382225,0.003367249,0.003470788
YNR051C,3.19E-05,3.14E-05,3.70E-05,3.68E-05,4.60E-05,4.35E-05,4.82E-05,5.01E-05,4.71E-05,4.37E-05
YNR053C,5.44E-05,5.90E-05,5.78E-05,6.16E-05,9.87E-05,9.72E-05,0.000122333,0.000125314,0.000148857,0.000138193
YOL004W,3.37E-05,2.85E-05,3.50E-05,3.20E-05,3.10E-05,3.65E-05,2.21E-05,2.14E-05,2.48E-05,2.25E-05
YOL010W,3.43E-05,3.14E-05,3.31E-05,3.70E-05,4.66E-05,4.76E-05,4.92E-05,4.45E-05,5.15E-05,5.10E-05
YOL021C,8.75E-05,8.80E-05,9.43E-05,8.75E-05,9.37E-05,9.42E-05,8.56E-05,8.67E-05,9.11E-05,9.21E-05
YOL022C,3.37E-05,3.25E-05,3.46E-05,4.03E-05,3.32E-05,3.28E-05,3.37E-05,3.60E-05,3.34E-05,3.35E-05
YOL027C,0.000244524,0.000231924,0.000241742,0.000232564,0.00030084,0.000300425,0.000219396,0.000219398,0.000164491,0.000157851
YOL030W,0.000110811,9.02E-05,7.89E-05,8.02E-05,0.00013224,0.000123043,0.000121597,0.000130901,0.000116451,0.000112921
YOL038W,0.000266562,0.00024823,0.000252592,0.000262522,0.000231582,0.000217634,0.000180702,0.000185702,0.000175559,0.000160697
YOL039W,0.001281029,0.001259231,0.001320054,0.001256741,0.00164652,0.0016724,0.002358627,0.002165577,0.002675619,0.002207495
YOL040C,0.001452465,0.001493107,0.001505881,0.001519334,0.002362991,0.002288017,0.002916313,0.002746356,0.003195184,0.003104873
YOL041C,9.07E-05,0.000108485,9.69E-05,0.000102601,0.000124605,0.000128142,0.000127496,0.000142487,0.000137941,0.000129726
YOL049W,0.000132131,0.000139507,0.000140823,0.000142591,0.000138449,0.000134952,0.000115985,0.000119366,0.000110275,0.000100723
YOL057W,9.31E-05,8.60E-05,7.84E-05,8.07E-05,9.24E-05,9.22E-05,6.33E-05,6.98E-05,6.28E-05,6.05E-05
YOL058W,0.002887435,0.002884068,0.002744846,0.002751679,0.002260306,0.002341658,0.002044953,0.002075262,0.002538685,0.002574573
YOL059W,0.00024273,0.00024765,0.000241227,0.000239133,0.000142688,0.000143959,0.000125378,0.000125301,0.000203018,0.000203344
YOL061W,0.000161612,0.000179311,0.000165887,0.000171093,0.00018594,0.000200635,0.00017327,0.000170379,0.00017969,0.000176965
YOL064C,0.000334168,0.000350873,0.000355318,0.000363259,0.000306158,0.000305694,0.00038305,0.000380089,0.000409359,0.000405642
YOL077C,8.02E-05,8.68E-05,8.44E-05,0.000102564,0.000114091,0.000106727,0.000120249,0.000122867,0.000130867,0.000126317
YOL094C,1.86E-05,1.74E-05,1.86E-05,1.80E-05,2.02E-05,1.69E-05,1.66E-05,1.29E-05,1.75E-05,1.65E-05
YOL097C,0.000112083,0.000121526,0.000109756,0.00012315,0.000172967,0.000176218,0.000203033,0.000202434,0.000235175,0.000209986
YOL098C,0.000189444,0.000185595,0.000184406,0.000176222,0.000203754,0.000200362,0.000170088,0.00017702,0.00016933,0.000163489
YOL109W,0.001654307,0.001583993,0.001814416,0.001712858,0.00121724,0.001173064,0.001405995,0.00138365,0.001433167,0.001614257
YOL111C,5.85E-05,5.42E-05,5.74E-05,5.68E-05,5.41E-05,5.28E-05,5.01E-05,5.35E-05,5.63E-05,5.30E-05
YOL120C,0.002100191,0.002288565,0.002313356,0.002237227,0.004104739,0.003954273,0.004406057,0.004571763,0.004754824,0.004493501
YOL121C,0.002514347,0.002561552,0.002517237,0.002630357,0.004295999,0.004114443,0.004756769,0.005037484,0.005118554,0.005070156
YOL123W,7.59E-05,8.55E-05,7.69E-05,7.94E-05,0.000107812,0.000113411,9.09E-05,0.000106546,9.27E-05,9.85E-05
YOL127W,0.002141654,0.00213094,0.002133462,0.002106064,0.003569265,0.003479063,0.003794134,0.004124674,0.003960412,0.003722728
YOL139C,0.000579195,0.000590414,0.000593828,0.00060651,0.000881256,0.000853646,0.000887382,0.000950682,0.000908628,0.000900109
YOL140W,0.000432956,0.000421824,0.000464125,0.000447759,0.000202655,0.000198091,0.000215653,0.000210059,0.000217851,0.000215305
YOL145C,6.68E-05,8.20E-05,7.97E-05,7.39E-05,7.79E-05,7.67E-05,7.06E-05,6.18E-05,6.98E-05,6.63E-05
YOL147C,0.000287128,0.000219524,0.000209776,0.000214641,0.000144436,0.00013572,9.50E-05,9.19E-05,8.26E-05,8.25E-05
YOL151W,0.00022341,0.000210896,0.000140004,0.000159217,4.64E-05,4.34E-05,6.72E-05,6.31E-05,5.01E-05,3.89E-05
YOR001W,3.01E-05,2.87E-05,2.91E-05,3.13E-05,3.18E-05,3.19E-05,3.13E-05,3.16E-05,3.67E-05,3.14E-05
YOR007C,0.000753803,0.000720189,0.000705209,0.000713808,0.000662828,0.000676182,0.000635316,0.000643432,0.000574668,0.000601029
YOR014W,2.46E-05,2.37E-05,2.52E-05,2.57E-05,2.98E-05,2.93E-05,2.18E-05,2.00E-05,2.01E-05,2.11E-05
YOR020C,0.001064004,0.001206436,0.001232907,0.001334023,0.000897878,0.00095253,0.000951807,0.000954721,0.000605026,0.000652039
YOR021C,7.51E-05,7.44E-05,7.93E-05,7.48E-05,5.92E-05,5.74E-05,5.49E-05,4.90E-05,4.71E-05,5.20E-05
YOR027W,0.00422055,0.003955111,0.003769945,0.004057445,0.00199643,0.001936576,0.001751664,0.001712763,0.001532738,0.001565927
YOR042W,0.00016856,0.000188548,0.000181358,0.000183134,0.00012035,0.000117696,8.51E-05,8.65E-05,6.93E-05,7.32E-05
YOR043W,2.39E-05,2.24E-05,2.42E-05,2.26E-05,1.80E-05,1.89E-05,1.64E-05,1.51E-05,1.51E-05,1.61E-05
YOR046C,0.00027582,0.000288245,0.000286603,0.000301113,0.000256347,0.000260481,0.000273301,0.000270629,0.000258378,0.000256742
YOR048C,1.99E-05,1.45E-05,2.16E-05,1.43E-05,1.63E-05,1.76E-05,2.01E-05,2.01E-05,1.53E-05,1.98E-05
YOR051C,3.67E-05,4.05E-05,3.91E-05,3.78E-05,3.25E-05,3.14E-05,3.46E-05,3.96E-05,5.56E-05,5.87E-05
YOR057W,2.50E-05,3.10E-05,2.68E-05,2.77E-05,1.83E-05,2.21E-05,2.13E-05,2.03E-05,2.32E-05,1.84E-05
YOR061W,9.43E-05,8.64E-05,0.000102639,8.81E-05,8.63E-05,8.83E-05,7.63E-05,7.26E-05,8.11E-05,7.40E-05
YOR063W,0.00512095,0.005266634,0.005236151,0.00527275,0.008466831,0.008237555,0.009280704,0.009085906,0.009630084,0.009755855
YOR065W,0.000553463,0.000518729,0.000545819,0.000575898,0.000851432,0.000905841,0.000487029,0.000546676,0.000220687,0.000221979
YOR074C,2.64E-05,2.89E-05,3.54E-05,2.78E-05,5.30E-05,5.50E-05,4.33E-05,4.77E-05,3.84E-05,3.93E-05
YOR086C,7.86E-05,7.54E-05,6.76E-05,7.23E-05,6.59E-05,6.41E-05,5.28E-05,5.66E-05,5.22E-05,5.18E-05
YOR089C,8.96E-05,8.54E-05,8.25E-05,8.64E-05,7.72E-05,7.65E-05,6.10E-05,6.73E-05,5.29E-05,5.60E-05
YOR095C,8.61E-05,8.27E-05,8.57E-05,8.46E-05,8.50E-05,8.60E-05,8.44E-05,7.92E-05,8.42E-05,8.08E-05
YOR096W,0.001473626,0.001557476,0.00151587,0.001521065,0.002339188,0.002670422,0.002821743,0.002773268,0.003028453,0.002962384
YOR099W,3.46E-05,2.91E-05,2.91E-05,2.84E-05,5.17E-05,5.70E-05,4.69E-05,4.75E-05,4.69E-05,4.52E-05
YOR108W,3.13E-05,3.00E-05,3.22E-05,3.65E-05,3.58E-05,4.13E-05,6.16E-05,6.73E-05,6.49E-05,6.67E-05
YOR109W,3.64E-05,3.44E-05,3.59E-05,3.63E-05,4.84E-05,4.87E-05,3.81E-05,3.84E-05,3.23E-05,3.78E-05
YOR116C,2.90E-05,2.72E-05,2.98E-05,2.88E-05,4.10E-05,4.02E-05,3.81E-05,4.27E-05,4.73E-05,4.41E-05
YOR117W,0.000431986,0.000426289,0.000445418,0.000429029,0.000300917,0.000308608,0.000277105,0.000276676,0.000264372,0.00027935
YOR120W,0.001242286,0.001260353,0.001297173,0.001043155,0.002569748,0.002522481,2.86E-05,3.40E-05,2.43E-06,4.33E-06
YOR123C,3.13E-05,3.68E-05,5.32E-05,3.82E-05,2.27E-05,2.20E-05,2.74E-05,2.13E-05,2.40E-05,2.46E-05
YOR124C,3.63E-05,3.40E-05,3.22E-05,3.74E-05,3.83E-05,3.60E-05,2.37E-05,3.46E-05,2.66E-05,2.28E-05
YOR128C,0.000678674,0.000636763,0.000656718,0.000671217,0.001061452,0.000999156,0.000838628,0.000862266,0.000964646,0.000928034
YOR136W,0.000990832,0.00103562,0.001216726,0.001262306,0.002946441,0.00279986,0.001156272,0.001186871,0.000868655,0.00081268
YOR142W,0.00130375,0.001199917,0.001146468,0.001151783,0.000821533,0.000833089,0.000434101,0.000442812,0.000277068,0.000265545
YOR143C,1.38E-05,1.51E-05,1.76E-05,1.34E-05,1.86E-05,1.92E-05,1.67E-05,1.50E-05,1.45E-05,1.67E-05
YOR151C,0.000185348,0.000185213,0.000187148,0.000191309,0.0002321,0.000229809,0.000220986,0.000224097,0.000209025,0.000208861
YOR155C,3.94E-05,3.56E-05,3.52E-05,3.67E-05,3.99E-05,3.88E-05,2.36E-05,2.29E-05,2.11E-05,1.98E-05
YOR158W,3.45E-05,3.53E-05,3.88E-05,3.73E-05,6.20E-05,6.40E-05,4.52E-05,4.54E-05,3.24E-05,2.87E-05
YOR165W,0.000116736,0.000111978,0.000112464,0.000108267,0.000117629,0.000121672,9.96E-05,0.000102639,9.19E-05,9.74E-05
YOR167C,0.000839689,0.000904729,0.0008399,0.00085331,0.001410648,0.00136937,0.001747625,0.001709158,0.001835183,0.00180157
YOR168W,0.000510437,0.000592099,0.000602811,0.000581104,0.000678423,0.000670759,0.00073043,0.000770614,0.000746822,0.000743644
YOR176W,3.78E-05,3.99E-05,3.10E-05,3.87E-05,4.33E-05,4.43E-05,3.65E-05,2.63E-05,2.32E-05,3.01E-05
YOR182C,0.000234223,0.000285646,0.000215774,0.000247301,0.000386194,0.000433411,0.000545878,0.000583896,0.000555629,0.000518788
YOR184W,0.00075607,0.000791616,0.000884398,0.000842829,0.001078554,0.001040038,0.000917052,0.000951247,0.001224159,0.001241086
YOR187W,0.000546587,0.000511004,0.000559222,0.000529697,0.001038419,0.001082129,0.000845157,0.000876318,0.000444438,0.000452969
YOR198C,0.000519085,0.000548609,0.000532731,0.000559603,0.000978739,0.000973029,0.000690505,0.00072243,0.000690722,0.000664903
YOR202W,0.000109618,0.000117301,0.000120317,0.000111658,0.00010859,0.000107363,0.000114157,0.000116888,0.000132472,0.000132914
YOR204W,0.000586422,0.000596017,0.000661629,0.000632858,0.001223622,0.001203402,0.001252579,0.001216263,0.001207909,0.001264319
YOR206W,6.29E-05,7.13E-05,6.85E-05,6.92E-05,6.52E-05,6.74E-05,6.43E-05,6.49E-05,7.20E-05,7.11E-05
YOR207C,4.45E-05,3.68E-05,4.72E-05,4.67E-05,6.15E-05,6.47E-05,6.21E-05,6.69E-05,6.99E-05,6.88E-05
YOR209C,0.000220534,0.000206535,0.000222873,0.000217017,0.000328193,0.000338669,0.000226941,0.000228252,0.000208016,0.000194043
YOR210W,2.45E-05,2.65E-05,3.08E-05,2.46E-05,2.75E-05,2.67E-05,3.30E-05,2.96E-05,3.34E-05,3.34E-05
YOR222W,0.00011507,0.000115511,0.000123302,0.000123346,0.000165611,0.000169854,0.00022663,0.000195768,0.000218383,0.000206407
YOR224C,3.96E-05,4.05E-05,3.25E-05,4.24E-05,4.37E-05,4.50E-05,4.71E-05,4.63E-05,4.89E-05,4.57E-05
YOR230W,0.001727335,0.001827623,0.001592793,0.00168183,0.000523555,0.000531792,0.000314679,0.000328732,0.000367636,0.000347931
YOR232W,0.000112568,0.000126389,0.000125429,0.000136466,0.000133101,0.000136776,0.000145546,0.000131269,0.000115199,0.000123734
YOR234C,0.000233978,0.000254392,0.000250978,0.000264436,0.000345424,0.000306027,0.000337425,0.000364281,0.000375831,0.000346123
YOR239W,5.47E-05,5.60E-05,6.08E-05,5.51E-05,5.93E-05,5.58E-05,6.38E-05,5.85E-05,4.93E-05,6.03E-05
YOR241W,3.71E-05,3.88E-05,1.99E-05,3.82E-05,4.73E-05,4.50E-05,4.57E-05,4.00E-05,4.45E-05,4.24E-05
YOR243C,5.58E-05,5.65E-05,5.24E-05,5.02E-05,7.33E-05,7.46E-05,7.37E-05,7.73E-05,7.41E-05,7.65E-05
YOR251C,0.000102105,9.95E-05,9.37E-05,9.60E-05,6.20E-05,6.63E-05,5.37E-05,4.98E-05,5.38E-05,5.63E-05
YOR254C,0.000139925,0.00014525,0.000142835,0.000139465,0.000207691,0.000211282,0.00017795,0.000181817,0.000183436,0.000181565
YOR259C,0.000254253,0.000259902,0.000265599,0.000264331,0.000197407,0.000197774,0.00018785,0.000176096,0.00019421,0.000178359
YOR260W,2.54E-05,2.52E-05,2.39E-05,2.74E-05,2.67E-05,3.00E-05,3.20E-05,2.94E-05,3.64E-05,2.95E-05
YOR261C,0.000292578,0.000285147,0.000289153,0.000290574,0.000235484,0.000235929,0.000189936,0.000193255,0.000188944,0.000188056
YOR270C,0.000243614,0.000202467,0.000193555,0.000202044,0.00026091,0.000252078,0.00033532,0.00033802,0.00038892,0.000381621
YOR271C,0.000122454,0.000119299,0.000109646,0.000116969,0.000151213,0.000150464,0.000142967,0.000137029,0.000140033,0.000145776
