# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0344	MNXM738702;MNXM281	NADPH;dihydrofolic acid	NADPH;7,8-dihydrofolate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Nc1nc2NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)=Nc2c(=O)[nH]1	YOR236W	chebi:57783;chebi:57451	4.7116;11.0964
r_0345	MNXM738702;MNXM281	NADPH;dihydrofolic acid	NADPH;7,8-dihydrofolate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Nc1nc2NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)=Nc2c(=O)[nH]1	YOR236W	chebi:57783;chebi:57451	4.7116;11.0964
r_0346	MNXM741173;MNXM3;MNXM722728	L-glutamate;ATP;7,8-dihydropteroate	L-glutamate;ATP;7,8-dihydropteroate	[NH3+][C@@H](CCC([O-])=O)C([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2NCC(CNc3ccc(cc3)C([O-])=O)=Nc2c(=O)[nH]1	YMR113W	chebi:29985;chebi:30616;chebi:17839	6.0263;6.9471;26.3589
r_0347	MNXM730301	7,8-dihydroneopterin	7,8-dihydroneopterin	Nc1nc2NCC(=Nc2c(=O)[nH]1)[C@H](O)[C@H](O)CO	YNL256W	chebi:17001	0.4603
r_0348	MNXM731004	7,8-dihydroneopterin 3'-phosphate	7,8-dihydroneopterin 3'-phosphate	Nc1nc2NCC(=Nc2c(=O)[nH]1)[C@H](O)[C@H](O)COP([O-])([O-])=O	YDL100C	chebi:58762	18.5299
r_0349_fwd	MNXM252	(S)-dihydroorotate	(S)-dihydroorotate	[O-]C(=O)[C@@H]1CC(=O)NC(=O)N1	YLR420W	chebi:30864	8.4067
r_0349_rvs	MNXM465	N-carbamoyl-L-aspartate	N-carbamoyl-L-aspartate	NC(=O)N[C@@H](CC([O-])=O)C([O-])=O	YLR420W	chebi:32814	5.5109
r_0350	MNXM728662;MNXM421	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol;4-aminobenzoate	6-hydroxymethyl-7,8-dihydropterin;4-aminobenzoate	Nc1nc2NCC(CO)=Nc2c(=O)[nH]1;Nc1ccc(cc1)C([O-])=O	YNL256W	chebi:44841;chebi:17836	0.9664;0.4136
r_0351	MNXM727068;MNXM421	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate;4-aminobenzoate	(7,8-dihydropterin-6-yl)methyl diphosphate;4-aminobenzoate	Nc1nc2NCC(COP([O-])(=O)OP([O-])([O-])=O)=Nc2c(=O)[nH]1;Nc1ccc(cc1)C([O-])=O	YNL256W	chebi:72950;chebi:17836	0.3892;0.4136
r_0352	MNXM734	(R)-2,3-dihydroxy-3-methylbutanoate	(2R)-2,3-dihydroxy-3-methylbutanoate	CC(C)(O)[C@@H](O)C([O-])=O	YJR016C	chebi:49072	3.3422
r_0353	MNXM1202	(2R,3R)-2,3-dihydroxy-3-methylpentanoate	(2R,3R)-2,3-dihydroxy-3-methylpentanoate	CC[C@@](C)(O)[C@@H](O)C([O-])=O	YJR016C	chebi:49258	2.1650
r_0354_1	MNXM3;MNXM460	ATP;glycerone	ATP;dihydroxyacetone	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OCC(=O)CO	YFL053W	chebi:30616;chebi:16016	2.6887;6.7345
r_0354_2	MNXM3;MNXM460	ATP;glycerone	ATP;dihydroxyacetone	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OCC(=O)CO	YML070W	chebi:30616;chebi:16016	1.9102;3.3001
r_0355	MNXM83;MNXM132	isopentenyl diphosphate;prenyl diphosphate(3-)	isopentenyl diphosphate;dimethylallyl diphosphate	CC(=C)CCOP([O-])(=O)OP([O-])([O-])=O;CC(C)=CCOP([O-])(=O)OP([O-])([O-])=O	YJL167W	chebi:128769;chebi:57623	1.4882;1.8599
r_0356_fwd	MNXM733151	1,3-bisphospho-D-glycerate	(2R)-3-phospho-glyceroyl phosphate	O[C@H](COP([O-])([O-])=O)C(=O)OP([O-])([O-])=O	YKL152C	chebi:57604	14.6856
r_0356_rvs	MNXM892	2,3-bisphospho-D-glyceric acid	(2R)-2,3-bisphosphoglycerate	[O-]C(=O)[C@@H](COP([O-])([O-])=O)OP([O-])([O-])=O	YKL152C	chebi:58248	17.4323
r_0357	MNXM737088	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate	OP(O)(=O)O[C@H]1[C@@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(=O)OP(O)(O)=O)[C@@H](OP(O)(=O)OP(O)(O)=O)[C@@H]1OP(O)(O)=O	YOR163W	chebi:52965	43.4402
r_0358	MNXM9;MNXM3;MNXM730291	phosphate;ATP;myo-inositol 1,3,4,5,6-pentakisphosphate	phosphate;ATP;1D-myo-inositol 1,3,4,5,6-pentakisphosphate	OP([O-])([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;O[C@@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O	YDR017C	chebi:43474;chebi:30616;chebi:57733	2.6355;2.8217;3.0218
r_0359	MNXM16;MNXM3804	S-adenosyl-L-methionine;2-(3-amino-3-carboxypropyl)-L-histidine	(S)-S-adenosyl-L-methionine;2-(3-amino-3-carboxypropyl)-L-histidine	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;[NH3+]C(CCc1ncc(C[C@H]([NH3+])C([O-])=O)[nH]1)C([O-])=O	YLR172C	chebi:142094;chebi:58031	15.0413;10.5863
r_0360	MNXM63;MNXM737447	CTP;dolichol	CTP;dolichol	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;CC(CCO)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	YMR013C	chebi:37563;chebi:16091	7.6210;4.5735
r_0361	MNXM731350;MNXM731230	GDP-alpha-D-mannose;dolichyl phosphate	GDP-alpha-D-mannose;dolichyl phosphate	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O;CC(CCOP(O)(O)=O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	YPR183W	chebi:57527;chebi:16214	24.9347;30.4663
r_0362_1	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	YAL023C;YDL095W	chebi:15809	5.6405,6.6408
r_0362_2	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	YDL093W	chebi:15809	1.8462
r_0362_3	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	YJR143C	chebi:15809	4.2933
r_0362_4	MNXM733594	dolichyl D-mannosyl phosphate	dolichyl D-mannosyl phosphate	CC(CCOP(O)(=O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	YOR321W	chebi:15809	5.1507
r_0363	MNXM3;MNXM257	ATP;dTMP	ATP;dTMP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)c(=O)[nH]c1=O	YJR057W	chebi:30616;chebi:63528	15.3627;12.8557
r_0364_1	MNXM452	dUTP	dUTP	O[C@H]1C[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O	YJR069C	chebi:61555	94.5462
r_0364_2	MNXM452	dUTP	dUTP	O[C@H]1C[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1ccc(=O)[nH]c1=O	YBR252W	chebi:61555	7.4726
r_0365	MNXM726528	pectin	[(1->4)-alpha-D-galacturonosyl]n	[H]O[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]1C(O)=O	YJR153W	chebi:15446	21.3533
r_0366_1_fwd	MNXM275	2-phospho-D-glyceric acid	(2R)-2-phosphoglycerate	OC[C@@H](OP([O-])([O-])=O)C([O-])=O	YPL281C	chebi:58289	118.5643
r_0366_1_rvs	MNXM73	phosphoenolpyruvate	phosphoenolpyruvate	[O-]C(=O)C(=C)OP([O-])([O-])=O	YPL281C	chebi:58702	58.9555
r_0366_2_fwd	MNXM275	2-phospho-D-glyceric acid	(2R)-2-phosphoglycerate	OC[C@@H](OP([O-])([O-])=O)C([O-])=O	YGR254W	chebi:58289	27.1970
r_0366_2_rvs	MNXM73	phosphoenolpyruvate	phosphoenolpyruvate	[O-]C(=O)C(=C)OP([O-])([O-])=O	YGR254W	chebi:58702	16.6781
r_0366_3_fwd	MNXM275	2-phospho-D-glyceric acid	(2R)-2-phosphoglycerate	OC[C@@H](OP([O-])([O-])=O)C([O-])=O	YHR174W	chebi:58289	27.1645
r_0366_3_rvs	MNXM73	phosphoenolpyruvate	phosphoenolpyruvate	[O-]C(=O)C(=C)OP([O-])([O-])=O	YHR174W	chebi:58702	14.9572
r_0366_4_fwd	MNXM275	2-phospho-D-glyceric acid	(2R)-2-phosphoglycerate	OC[C@@H](OP([O-])([O-])=O)C([O-])=O	YMR323W	chebi:58289	113.1633
r_0366_4_rvs	MNXM73	phosphoenolpyruvate	phosphoenolpyruvate	[O-]C(=O)C(=C)OP([O-])([O-])=O	YMR323W	chebi:58702	56.0237
r_0366_5_fwd	MNXM275	2-phospho-D-glyceric acid	(2R)-2-phosphoglycerate	OC[C@@H](OP([O-])([O-])=O)C([O-])=O	YOR393W	chebi:58289	118.5643
r_0366_5_rvs	MNXM73	phosphoenolpyruvate	phosphoenolpyruvate	[O-]C(=O)C(=C)OP([O-])([O-])=O	YOR393W	chebi:58702	58.9555
r_0368_1	MNXM3;MNXM218	ATP;ethanolamine	ATP;ethanolamine	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+]CCO	YDR147W	chebi:30616;chebi:57603	7.7419;0.2084
r_0368_2	MNXM3;MNXM218	ATP;ethanolamine	ATP;ethanolamine	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+]CCO	YLR133W	chebi:30616;chebi:57603	1.0770;0.7306
r_0369	MNXM8595	ethyl acetate	ethyl acetate	CCOC(C)=O	YOR126C	chebi:27750	0.0369
r_0370_1	MNXM733730	(1->3)-beta-D-glucan	(1,4-beta-D-glucosyl)n	[H]O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	YDR261C	chebi:18246	10.7523
r_0370_2	MNXM733730	(1->3)-beta-D-glucan	(1,4-beta-D-glucosyl)n	[H]O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	YGR282C	chebi:18246	83.2106
r_0370_3	MNXM733730	(1->3)-beta-D-glucan	(1,4-beta-D-glucosyl)n	[H]O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	YLR300W	chebi:18246	8.3264
r_0370_4	MNXM733730	(1->3)-beta-D-glucan	(1,4-beta-D-glucosyl)n	[H]O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	YNR067C	chebi:18246	2.3317
r_0370_5	MNXM733730	(1->3)-beta-D-glucan	(1,4-beta-D-glucosyl)n	[H]O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	YOR190W	chebi:18246	3.4744
r_0373	MNXM83;MNXM34	isopentenyl diphosphate;farnesyl diphosphate	isopentenyl diphosphate;(2E,6E)-farnesyl diphosphate	CC(=C)CCOP([O-])(=O)OP([O-])([O-])=O;CC(C)=CCC\C(C)=C\CC\C(C)=C\COP([O-])(=O)OP([O-])([O-])=O	YPL069C	chebi:128769;chebi:175763	0.0308;0.0235
r_0399_fwd	MNXM727276;MNXM3;MNXM1043	coenzyme A;ATP;decanoate	CoA;ATP;decanoate	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCC([O-])=O	YER015W	chebi:57287;chebi:30616;chebi:27689	19.7256;14.5723;9.7620
r_0399_rvs	MNXM730249;MNXM728294;MNXM11	decanoyl-CoA;AMP;diphosphate	decanoyl-CoA;AMP;diphosphate	CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O;OP([O-])(=O)OP([O-])([O-])=O	YER015W	chebi:61430;chebi:456215;chebi:33019	13.8237;17.1723;13.4818
r_0400_fwd	MNXM727276;MNXM3;MNXM402	coenzyme A;ATP;laurate	CoA;ATP;dodecanoate	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCCCC([O-])=O	YER015W	chebi:57287;chebi:30616;chebi:18262	19.7256;14.5723;9.9235
r_0400_rvs	MNXM734852;MNXM728294;MNXM11	lauroyl-CoA;AMP;diphosphate	dodecanoyl-CoA;AMP;diphosphate	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O;OP([O-])(=O)OP([O-])([O-])=O	YER015W	chebi:57375;chebi:456215;chebi:33019	13.6310;17.1723;13.4818
r_0402_fwd	MNXM727276;MNXM3;MNXM108	coenzyme A;ATP;palmitate	CoA;ATP;hexadecanoate	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCCCC([O-])=O	YER015W	chebi:57287;chebi:30616;chebi:7896	19.7256;14.5723;10.1198
r_0402_rvs	MNXM740979;MNXM728294;MNXM11	palmitoyl-CoA;AMP;diphosphate	hexadecanoyl-CoA;AMP;diphosphate	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O;OP([O-])(=O)OP([O-])([O-])=O	YER015W	chebi:57379;chebi:456215;chebi:33019	13.3065;17.1723;13.4818
r_0410_fwd	MNXM727276;MNXM3;MNXM750	coenzyme A;ATP;octanoate	CoA;ATP;octanoate	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCC([O-])=O	YER015W	chebi:57287;chebi:30616;chebi:25646	19.7256;14.5723;9.5278
r_0410_rvs	MNXM734507;MNXM728294;MNXM11	octanoyl-CoA;AMP;diphosphate	octanoyl-CoA;AMP;diphosphate	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O;OP([O-])(=O)OP([O-])([O-])=O	YER015W	chebi:57386;chebi:456215;chebi:33019	14.0421;17.1723;13.4818
r_0412_fwd	MNXM727276;MNXM3;MNXM314	coenzyme A;ATP;myristate	CoA;ATP;tetradecanoate	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCC([O-])=O	YER015W	chebi:57287;chebi:30616;chebi:30807	19.7256;14.5723;10.0405
r_0412_rvs	MNXM732701;MNXM728294;MNXM11	myristoyl-CoA;AMP;diphosphate	tetradecanoyl-CoA;AMP;diphosphate	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O;OP([O-])(=O)OP([O-])([O-])=O	YER015W	chebi:57385;chebi:456215;chebi:33019	13.4597;17.1723;13.4818
r_0436	MNXM726711;MNXM734549	iron(2+);protoporphyrin	Fe(2+);protoporphyrinate	[Fe++];Cc1c(CCC(O)=O)c2cc3[n-]c(cc4nc(cc5[n-]c(cc1n2)c(C)c5C=C)c(C)c4C=C)c(C)c3CCC(O)=O	YOR176W	chebi:29033;chebi:36159	13.5862;0.4015
r_0437_1	MNXM731975;MNXM732620	ferrocytochrome c;hydrogen peroxide	ferrocytochrome c;H2O2	;OO	YEL039C;YKR066C	chebi:16928;chebi:16240	;173.5249,714.6157
r_0437_2	MNXM731975;MNXM732620	ferrocytochrome c;hydrogen peroxide	ferrocytochrome c;H2O2	;OO	YJR048W;YKR066C	chebi:16928;chebi:16240	;943.5013,714.6157
r_0438_1	MNXM731975;MNXM735438	ferrocytochrome c;oxygen	ferrocytochrome c;O2	;O=O	YEL039C;Q0045;Q0250;Q0275;YDL067C;YGL187C;YGL191W;YHR051W;YIL111W;YLR038C;YLR395C;YMR256C	chebi:16928;chebi:15379	;5.1324,5.6725,126.8298,34.6699,0.5484,4.2486,32.0560,0.0156,4.5327,12139.9940,0.0396,5.3714
r_0438_2	MNXM731975;MNXM735438	ferrocytochrome c;oxygen	ferrocytochrome c;O2	;O=O	YEL039C;Q0045;Q0250;Q0275;YDL067C;YGL187C;YGL191W;YHR051W;YLR038C;YLR395C;YMR256C;YNL052W	chebi:16928;chebi:15379	;5.1324,5.6725,126.8298,34.6699,0.5484,4.2486,32.0560,0.0156,12139.9940,0.0396,5.3714,8.3770
r_0438_3	MNXM731975;MNXM735438	ferrocytochrome c;oxygen	ferrocytochrome c;O2	;O=O	YJR048W;Q0045;Q0250;Q0275;YDL067C;YGL187C;YGL191W;YHR051W;YIL111W;YLR038C;YLR395C;YMR256C	chebi:16928;chebi:15379	;16.9892,5.6725,126.8298,34.6699,0.5484,4.2486,32.0560,0.0156,4.5327,12139.9940,0.0396,5.3714
r_0438_4	MNXM731975;MNXM735438	ferrocytochrome c;oxygen	ferrocytochrome c;O2	;O=O	YJR048W;Q0045;Q0250;Q0275;YDL067C;YGL187C;YGL191W;YHR051W;YLR038C;YLR395C;YMR256C;YNL052W	chebi:16928;chebi:15379	;16.9892,5.6725,126.8298,34.6699,0.5484,4.2486,32.0560,0.0156,12139.9940,0.0396,5.3714,8.3770
r_0438_5	MNXM731975;MNXM735438	ferrocytochrome c;oxygen	ferrocytochrome c;O2	;O=O	Q0045;Q0250;Q0275;YDL067C;YDR231C;YGR062C;YHR116W;YJL003W;YLL018C-A;YPL132W	chebi:16928;chebi:15379	;5.6725,126.8298,34.6699,0.5484,108.4274,1.2173,0.1468,16.3003,138.8032,4.5300
r_0439_1	MNXM731974;MNXM5319	ferricytochrome c;ubiquinol-6	ferricytochrome c;ubiquinol-6	;COc1c(O)c(C)c(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c(O)c1OC	YEL039C;Q0105;YBL045C;YDR529C;YEL024W;YFR033C;YGR183C;YHR001W-A;YJL166W;YOR065W;YPR191W	chebi:15991;chebi:52970	;2.4382,26.3356,6.2165,0.0302,0.0562,0.2763,25.3494,44.4442,4.9257,50.8441,7.0138
r_0439_2	MNXM731974;MNXM5319	ferricytochrome c;ubiquinol-6	ferricytochrome c;ubiquinol-6	;COc1c(O)c(C)c(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c(O)c1OC	YJR048W;Q0105;YBL045C;YDR529C;YEL024W;YFR033C;YGR183C;YHR001W-A;YJL166W;YOR065W;YPR191W	chebi:15991;chebi:52970	;0.3424,26.3356,6.2165,0.0302,0.0562,0.2763,25.3494,44.4442,4.9257,50.8441,7.0138
r_0440	MNXM3;MNXM727217	ATP;FMN	ATP;FMN	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c2cc1C	YDL045C	chebi:30616;chebi:58210	0.0864;0.0368
r_0441	MNXM10;MNXM727217	NADH;FMN	NADH;FMN	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c2cc1C	YLR011W	chebi:57945;chebi:58210	0.7577;0.7345
r_0442	MNXM738702;MNXM727217	NADPH;FMN	NADPH;FMN	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c2cc1C	YLR011W	chebi:57783;chebi:58210	0.7478;0.7345
r_0443	MNXM8;MNXM736417;MNXM738319	NAD;formaldehyde;glutathione	NAD(+);formaldehyde;glutathione	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;C=O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	YDL168W	chebi:57540;chebi:16842;chebi:57925	84.0293;25.0131;242.5366
r_0445	MNXM8;MNXM39	NAD;formate	NAD(+);formate	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;[O-]C=O	YOR388C	chebi:57540;chebi:15740	2.4170;1.9727
r_0446_fwd	MNXM39;MNXM3;MNXM728103	formate;ATP;THF	formate;ATP;(6S)-5,6,7,8-tetrahydrofolate	[O-]C=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2NC[C@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)Nc2c(=O)[nH]1	YGR204W	chebi:15740;chebi:30616;chebi:57453	2.5316;10.2618;10.4384
r_0446_rvs	MNXM9;MNXM7;MNXM237	phosphate;ADP;10-formyl-THF	phosphate;ADP;(6S)-10-formyltetrahydrofolate	OP([O-])([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2NC[C@H](CN(C=O)c3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)Nc2c(=O)[nH]1	YGR204W	chebi:43474;chebi:456216;chebi:57454	13.3397;10.2349;10.5951
r_0447_fwd	MNXM3;MNXM728103;MNXM39	ATP;THF;formate	ATP;(6S)-5,6,7,8-tetrahydrofolate;formate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2NC[C@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)Nc2c(=O)[nH]1;[O-]C=O	YBR084W	chebi:30616;chebi:57453;chebi:15740	63.0214;53.5809;6.6084
